529|2.692571695144E10
747|5.027528766080002E9
763|5.2046912057000005E8
671|4.1992765843000007E8
960|4.027335576E8
595|1.9911800944000003E8
916|1.9861590461999995E8
606|1.4656514985E8
330|1.0075470803999998E8
470|7.663363174E7
821|6.548924474999999E7
488|5.038799303999999E7
57|4.893973386E7
764|4.228580994E7
541|4.1292582559999995E7
760|4.01108825E7
656|3.853718933999998E7
615|3.720556520999999E7
789|3.287920966E7
909|3.0158187779999997E7
137|1.5565061249999998E7
384|1.5415364030000003E7
260|1.335530765E7
663|1.3353795E7
734|8782729.96
277|8617629.17
308|8397009.270000001
890|8112699.239999999
647|7236767.779999999
745|7175809.4399999995
65|5871869.0
228|5710419.700000001
835|5542246.709999999
402|4675969.2
178|4667773.759999999
78|4220744.260000001
780|3451660.9899999993
12|2880417.2
991|2874272.31
133|2673441.1600000006
406|2467073.18
727|2446934.950000001
594|2394973.4
231|2375407.4499999997
66|2177521.6799999997
104|2002477.4800000004
857|1919685.23
499|1902071.1400000001
568|1895912.1500000004
437|1772633.72
635|1725269.0
261|1691003.6
918|1688909.11
288|1677467.29
531|1647036.7199999995
672|1599874.25
85|1560308.55
361|1542172.0600000005
227|1476530.28
940|1436211.0
839|1341496.1399999997
846|1291341.24
980|1279330.3399999999
694|1251008.0000000005
182|1240415.2000000002
62|1219110.2000000002
989|1151705.45
627|1090005.9499999997
18|1066565.76
784|1028300.0
810|953996.61
944|945203.9599999998
994|924320.81
388|898455.6000000001
357|874511.9600000001
497|874464.0
150|819194.64
895|799678.3200000001
420|784856.7600000001
880|771105.8800000001
582|740511.18
598|738526.3799999998
181|736099.6500000001
143|702652.2999999999
491|653321.22
701|630410.22
441|611130.45
919|609398.6400000001
198|599668.9199999999
787|586343.7000000001
926|552933.55
463|506612.96
794|498087.58999999997
434|470565.06
953|450724.23999999993
126|444590.0
676|437206.6400000001
106|416898.53
939|415242.95000000007
796|410038.2
